n0_AG,n55_AG,n145_AG,n76_AG,n26_AG,n159_AG,n88_AA,n20_AG,n124_AC,n7_AG,n184_AG,n141_AG,n2_AG,n134_AG,n127_AG,n25_AG,n143_AG,n79_AG,n108_AG,n61_AG,n155_AA,n13_AG,n32_AG,n67_AG,n197_AG,n70_AG,n57_AG,n146_AG,n166_AG,n60_AG,n194_AG,n39_AG,n156_AG,n154_AG,n49_AG,n56_AG,n100_AG,n162_AG,n149_AG,n9_AG,n136_AG,n106_AG,n22_AG,n123_AG,n10_AG,n72_AG,n33_AG,n19_AG,n137_AG,n173_AG,n64_AG,n180_AG,n153_AG,n40_AG,n119_AG,n117_AG,n105_AG,n3_AG,n92_AG,n121_AG,n128_AG,n81_AG,n198_AG,n98_AG,n1_AG,n27_AG,n111_AG,n48_AG,n118_AG,n187_AG,n122_AG,n65_AG,n179_AG,n94_AG,n96_AG,n63_AG,n148_AG,n114_AG,n50_AG,n45_AG,n18_AC,n182_AG,n195_AG,n140_AG,n82_AG,n142_AG,n168_AG,n152_AG,n176_AG,n160_AG,n85_AG,n101_AG,n53_AG,n193_AG,n116_AG,n181_AG,n91_AG,n107_AG,n11_AG,n51_AG,n130_AG,n89_AG,n84_AG,n80_AG,n175_AG,n129_AG,n6_AG,n196_AG,n99_AG,n21_AG,n74_AG,n28_AG,n113_AG,n34_AG,n17_AG,n36_AG,n93_AG,n104_AG,n62_AG,n47_AG,n158_AG,n147_AG,n185_AG,n71_AG,n35_AG,n43_AG,n186_AG,n157_AG,n4_AG,n138_AG,n164_AG,n59_AG,n199_AG,n75_AG,n167_AG,n83_AG,n12_AG,n66_AG,n183_AG,n151_AG,n41_AG,n133_AG,n165_AG,n132_AG,n5_AG,n177_AG,n23_AG,n161_AG,n144_AG,n69_AG,n90_AG,n189_AG,n54_AG,n15_AG,n169_AG,n14_AG,n103_AG,n24_AG,n58_AG,n52_AG,n78_AG,n131_AG,n171_AG,n150_AG,n109_AG,n31_AG,n16_AG,n77_AG,n163_AG,n97_AG,n170_AG,n188_AG,n37_AG,n38_AG,n135_AG,n192_AG,n125_AG,n46_AG,n29_AG,n200_AG,n112_AG,n115_AG,n172_AG,n87_AG,n86_AG,n190_AG,n42_AG,n44_AG,n110_AG,n174_AG,n73_AG,n139_AG,n126_AG,n120_AG,n8_AG,n102_AG,n30_AG,n95_AG,n191_AG,n178_AG,n68_AG
0.11065,0.12236,0.11883,0.13464,0.17184,0.13078,0.32837,0.19369,0.42329,0.11121,0.15146,0.12352,0.1653,0.30565,0.2013,0.18432,0.18855,0.23182,0.24919,0.25363,0.20157,0.37812,0.14707,0.13909,0.13818,0.1427,0.16371,0.3032,0.29336,0.29829,0.14239,0.17298,0.16013,0.1426,0.06228,0.06605,0.11201,0.07778,0.10026,0.11166,0.08478,0.08545,0.08115,0.12452,0.1192,0.11921,0.15889,0.2063,0.09277,0.08502,0.11857,0.1115,0.09591,0.18637,0,0.02011,0.0661,0.06234,0.15882,0.10366,0.12282,0.07383,0.05546,0.08189,0.05892,0.19374,0.19797,0.11101,0.08805,0.05894,0.26443,0.18949,0.20053,0.16014,0.12101,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.19242,0.21963,0.1112,0.2766,0.15516,0.1341,0.11122,0.1349,0.10715,0.10339,0.11594,0.13466,0.10327,0.11459,0.11855,0.11575,0.17609,0.11148,0.35105,0.12643,0.11433,0.13907,0.12333,0.15296,0.10744,0.10363,0.13465,0.14306,0.13915,0.09291,0.09284,0.10869,0.10024,0.10718,0.10746,0.09997,0.09662,0.0924,0.13266,0.08107,0.15268,0.1395,0.12663,0.12287,0.12628,0.15494,0.13091,0.18614,0.20516,0.1709,0.13072
0.1225,0.12238,0.11536,0.13461,0.17182,0.13077,0.32959,0.20212,0.42052,0.1112,0.15981,0.1235,0.16522,0.32221,0.1969,0.18003,0.18417,0.21824,0.24452,0.24891,0.1972,0.39199,0.14704,0.14703,0.13819,0.1427,0.16369,0.30823,0.29815,0.30321,0.14659,0.17698,0.16009,0.14661,0.06227,0.06604,0.11626,0.07775,0.10023,0.11162,0.08477,0.08542,0.0851,0.12448,0.11924,0.11923,0.16336,0.21107,0.08464,0.08499,0.11469,0.10386,0.08835,0.1864,0.02011,0,0.05892,0.05517,0.15472,0.10775,0.12699,0.07384,0.05546,0.08187,0.05892,0.20326,0.20755,0.11102,0.08804,0.05892,0.2695,0.19766,0.20868,0.16017,0.12093,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.19694,0.22813,0.11955,0.25629,0.15958,0.13829,0.1112,0.13491,0.10715,0.10339,0.11589,0.13465,0.10328,0.1146,0.11857,0.11571,0.17607,0.11146,0.34329,0.1264,0.11432,0.13905,0.12334,0.15289,0.10743,0.10361,0.13083,0.13524,0.13137,0.0929,0.09281,0.10865,0.0965,0.10718,0.10745,0.09997,0.09661,0.09241,0.13716,0.08106,0.15265,0.13944,0.11863,0.1148,0.11823,0.1464,0.12273,0.17758,0.19604,0.16262,0.12272
0.13799,0.14206,0.13014,0.14222,0.16648,0.14222,0.33619,0.21423,0.43463,0.12238,0.17158,0.12634,0.17218,0.31668,0.21857,0.19655,0.21471,0.22681,0.23232,0.23757,0.20973,0.39068,0.15894,0.16747,0.14582,0.14183,0.17134,0.3026,0.29282,0.29772,0.15834,0.18444,0.15917,0.15424,0.07305,0.07679,0.13144,0.0958,0.11958,0.1222,0.10328,0.09169,0.10352,0.11928,0.13872,0.13881,0.1884,0.23385,0.11108,0.10324,0.12637,0.11481,0.0994,0.19374,0.0661,0.05892,0,0.00999,0.1753,0.11458,0.13416,0.09227,0.06634,0.10069,0.07711,0.20152,0.20577,0.1223,0.10661,0.07668,0.27399,0.21874,0.22019,0.18525,0.13961,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.19265,0.23658,0.11442,0.28719,0.16693,0.14575,0.11063,0.1422,0.11431,0.11051,0.11828,0.13404,0.11052,0.122,0.13424,0.13506,0.19274,0.11848,0.3457,0.14582,0.13363,0.14217,0.1266,0.16351,0.11444,0.1105,0.12988,0.15454,0.15054,0.10755,0.10741,0.12344,0.11116,0.12232,0.11848,0.11088,0.09943,0.11127,0.14724,0.09942,0.17264,0.15096,0.13907,0.13518,0.12997,0.15026,0.13871,0.17159,0.20143,0.1708,0.12671
0.1343,0.13418,0.12226,0.13421,0.16685,0.13421,0.326,0.21485,0.43262,0.1146,0.16342,0.11858,0.16353,0.30161,0.20973,0.18799,0.20631,0.21788,0.233,0.2384,0.20123,0.38351,0.15088,0.15948,0.13786,0.14213,0.16292,0.29258,0.2827,0.28765,0.15043,0.17165,0.14679,0.14605,0.06938,0.07305,0.1272,0.09182,0.11533,0.11445,0.09938,0.08785,0.09957,0.11928,0.13461,0.13051,0.17937,0.22903,0.10699,0.09924,0.12637,0.11081,0.09558,0.19002,0.06234,0.05517,0.00999,0,0.17953,0.11861,0.13014,0.08835,0.06253,0.09654,0.07324,0.21062,0.21494,0.11838,0.10271,0.07292,0.27349,0.21391,0.21515,0.18524,0.13516,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.17975,0.22275,0.10286,0.27657,0.15832,0.13373,0.10662,0.13029,0.10282,0.09908,0.11061,0.13028,0.09918,0.11047,0.12263,0.13073,0.18809,0.11444,0.34199,0.13778,0.12587,0.13854,0.11923,0.15548,0.11083,0.10659,0.13017,0.14666,0.1427,0.09956,0.09933,0.11502,0.10302,0.12631,0.12245,0.11482,0.1034,0.10736,0.15172,0.09551,0.16371,0.15051,0.13488,0.13108,0.12602,0.15026,0.13467,0.17159,0.20099,0.17478,0.12631
0.21932,0.21001,0.2063,0.22391,0.25674,0.21988,0.3828,0.28225,0.59793,0.18886,0.24368,0.211,0.25005,0.35268,0.27984,0.2566,0.27218,0.32587,0.3109,0.31033,0.27499,0.41645,0.24333,0.23971,0.24199,0.23275,0.2567,0.40526,0.39396,0.40625,0.24809,0.26103,0.25224,0.21425,0.17915,0.18357,0.22864,0.18811,0.21089,0.22764,0.18786,0.18843,0.18823,0.2284,0.22639,0.22101,0.26893,0.29414,0.19632,0.19212,0.22757,0.2245,0.20998,0.27957,0.15882,0.15472,0.1753,0.17953,0,0.10281,0.11408,0.18064,0.17207,0.18896,0.18412,0.26071,0.26029,0.22356,0.18347,0.15438,0.31479,0.29613,0.29908,0.2713,0.24381,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.26856,0.31998,0.22407,0.34174,0.27589,0.23635,0.20946,0.22759,0.20966,0.20536,0.22854,0.22744,0.20091,0.20917,0.21383,0.24183,0.2892,0.2325,0.42853,0.23604,0.22212,0.26615,0.23758,0.26379,0.22328,0.21871,0.2368,0.26071,0.25615,0.19351,0.18494,0.19955,0.19327,0.17482,0.1751,0.1751,0.18412,0.18934,0.20338,0.17091,0.24965,0.22919,0.24192,0.2375,0.23703,0.24188,0.23314,0.27101,0.30797,0.24486,0.23248
0.15423,0.17124,0.16339,0.17563,0.20136,0.17154,0.34346,0.21917,0.52049,0.15087,0.20225,0.16399,0.20846,0.30376,0.22237,0.19182,0.2098,0.2592,0.27113,0.26932,0.22765,0.3698,0.19309,0.19786,0.17973,0.17114,0.18389,0.32926,0.31918,0.33012,0.18419,0.21512,0.21155,0.17092,0.11462,0.11874,0.1693,0.13161,0.15327,0.16822,0.13895,0.13994,0.13081,0.16859,0.18556,0.1857,0.21914,0.24256,0.14775,0.13933,0.167,0.15973,0.15089,0.23526,0.10366,0.10775,0.11458,0.11861,0.10281,0,0.06965,0.12009,0.11202,0.12774,0.12334,0.22925,0.22893,0.16275,0.12638,0.10701,0.288,0.24789,0.26038,0.22607,0.16114,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.2337,0.26026,0.16443,0.31322,0.19298,0.16261,0.15097,0.17586,0.14656,0.14259,0.16002,0.17512,0.14256,0.15452,0.15451,0.18501,0.23787,0.16302,0.42238,0.17512,0.16211,0.18963,0.16813,0.19526,0.15048,0.14644,0.16267,0.19756,0.19337,0.13546,0.13116,0.14786,0.13896,0.14217,0.1382,0.13036,0.13877,0.14286,0.16779,0.12291,0.18635,0.18503,0.1848,0.1805,0.16695,0.17917,0.1715,0.20644,0.2366,0.1915,0.17587
0.17131,0.16257,0.1716,0.18396,0.22386,0.17986,0.34988,0.24371,0.53376,0.15896,0.21481,0.17642,0.21712,0.30325,0.24106,0.20971,0.22818,0.26871,0.27131,0.27396,0.22717,0.36196,0.20167,0.2066,0.18425,0.18454,0.19702,0.33466,0.32427,0.33534,0.19284,0.22851,0.22,0.17502,0.12627,0.13041,0.1776,0.14336,0.15712,0.17643,0.15105,0.15184,0.1515,0.19072,0.19423,0.19431,0.23242,0.26584,0.15516,0.15119,0.17603,0.17675,0.16325,0.2501,0.12282,0.12699,0.13416,0.13014,0.11408,0.06965,0,0.12735,0.123,0.14744,0.13509,0.23383,0.23362,0.17546,0.14218,0.1146,0.30311,0.26088,0.26967,0.21505,0.18147,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.23689,0.29085,0.1631,0.30728,0.21128,0.1791,0.14699,0.17998,0.15055,0.14655,0.17218,0.19261,0.15047,0.1626,0.1626,0.18941,0.24236,0.17562,0.43292,0.18803,0.17471,0.2065,0.18908,0.21321,0.17165,0.16749,0.1884,0.21064,0.20638,0.1474,0.14293,0.15585,0.15083,0.1545,0.15046,0.14687,0.1514,0.15097,0.17802,0.13461,0.21183,0.18869,0.19334,0.18904,0.1841,0.20509,0.18821,0.22971,0.23617,0.20473,0.1843
0.14242,0.15074,0.13853,0.15464,0.1931,0.15081,0.34989,0.2338,0.47628,0.13073,0.18094,0.13482,0.17647,0.32208,0.22402,0.19305,0.20726,0.23669,0.25783,0.26638,0.22432,0.36959,0.16754,0.17618,0.1586,0.16312,0.19407,0.32415,0.31372,0.31896,0.17631,0.1886,0.17181,0.15433,0.08818,0.09198,0.14026,0.10381,0.12007,0.13889,0.10366,0.1118,0.11192,0.14424,0.15649,0.15634,0.19302,0.21189,0.11919,0.11129,0.15131,0.13928,0.12338,0.20392,0.07383,0.07384,0.09227,0.08835,0.18064,0.12009,0.12735,0,0.02352,0.07347,0.05144,0.23643,0.23592,0.13915,0.09921,0.08432,0.28975,0.21949,0.23528,0.18623,0.13502,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.20994,0.25131,0.1392,0.30163,0.16741,0.15427,0.1305,0.15526,0.1266,0.12277,0.13906,0.15116,0.12282,0.1344,0.1471,0.15134,0.20191,0.13506,0.36217,0.13775,0.12584,0.1596,0.13119,0.15993,0.11876,0.11474,0.15509,0.15504,0.15106,0.11198,0.11169,0.1236,0.11927,0.1231,0.11927,0.1117,0.11631,0.1117,0.15693,0.09978,0.15162,0.1592,0.16834,0.1645,0.15511,0.17604,0.16011,0.22214,0.23905,0.20116,0.15527
0.13031,0.13029,0.11853,0.13428,0.1714,0.13044,0.34631,0.21081,0.45598,0.11091,0.1594,0.11482,0.15538,0.31188,0.2103,0.17996,0.19343,0.22269,0.23037,0.23848,0.19768,0.37277,0.1549,0.16339,0.13393,0.13834,0.16818,0.3077,0.29759,0.30266,0.15056,0.16701,0.15074,0.13794,0.06945,0.07316,0.12358,0.08473,0.10816,0.11889,0.09214,0.09245,0.09239,0.11633,0.13543,0.13538,0.17991,0.21135,0.09977,0.09204,0.13059,0.11902,0.10349,0.1813,0.05546,0.05546,0.06634,0.06253,0.17207,0.11202,0.123,0.02352,0,0.05512,0.03725,0.20811,0.20781,0.11881,0.09157,0.06584,0.26479,0.20147,0.20783,0.16419,0.11525,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.19269,0.22314,0.1153,0.27563,0.15092,0.13802,0.11088,0.13459,0.1069,0.10314,0.11922,0.13415,0.10309,0.11442,0.12654,0.13085,0.1799,0.11898,0.34722,0.12581,0.11413,0.13849,0.11905,0.15149,0.1031,0.09921,0.13854,0.1385,0.13459,0.09636,0.09618,0.11198,0.10362,0.11883,0.11501,0.10747,0.10399,0.10004,0.14432,0.08832,0.15171,0.14294,0.14353,0.13963,0.13054,0.15509,0.13959,0.19078,0.21102,0.17531,0.13103
0.13049,0.139,0.12735,0.13562,0.18109,0.13946,0.33367,0.21635,0.47662,0.11961,0.16045,0.12346,0.15822,0.31581,0.21072,0.17952,0.18804,0.21784,0.2334,0.23786,0.20071,0.38343,0.14806,0.15603,0.14265,0.14747,0.18265,0.32364,0.31348,0.31859,0.17192,0.18012,0.16822,0.13014,0.08445,0.08838,0.13615,0.10066,0.12508,0.13569,0.10451,0.1044,0.10827,0.1413,0.16064,0.16073,0.17566,0.20193,0.10763,0.09978,0.13076,0.13552,0.11934,0.17297,0.08189,0.08187,0.10069,0.09654,0.18896,0.12774,0.14744,0.07347,0.05512,0,0.05519,0.22131,0.22572,0.13138,0.11107,0.08102,0.27911,0.1962,0.20643,0.17336,0.1317,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.20578,0.24603,0.13218,0.29304,0.16864,0.1391,0.11136,0.14338,0.1154,0.11156,0.12881,0.13823,0.11116,0.12265,0.13074,0.12681,0.17954,0.11492,0.34943,0.11816,0.10641,0.14694,0.13102,0.16094,0.11501,0.11116,0.15108,0.15097,0.14701,0.10867,0.10873,0.12509,0.11628,0.12734,0.12344,0.11579,0.11247,0.11578,0.15289,0.09647,0.1561,0.15266,0.143,0.13887,0.12992,0.14233,0.13501,0.19935,0.196,0.16194,0.13073
0.12999,0.13405,0.12231,0.13033,0.17535,0.13425,0.35142,0.21056,0.44232,0.11462,0.16318,0.11852,0.15534,0.32576,0.21444,0.1879,0.20571,0.23573,0.23828,0.24714,0.20998,0.37938,0.15873,0.16716,0.13796,0.14234,0.17632,0.3227,0.31227,0.31751,0.1544,0.1754,0.1546,0.14176,0.07295,0.0767,0.12304,0.08835,0.11191,0.12268,0.0922,0.09608,0.09591,0.12772,0.13897,0.13898,0.18393,0.21457,0.10349,0.09571,0.12647,0.12267,0.10702,0.17678,0.05892,0.05892,0.07711,0.07324,0.18412,0.12334,0.13509,0.05144,0.03725,0.05519,0,0.22058,0.22497,0.11876,0.099,0.06942,0.28353,0.20987,0.22072,0.17217,0.12307,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.20511,0.23249,0.12293,0.29166,0.16302,0.1419,0.10709,0.13431,0.1106,0.1068,0.12311,0.12979,0.1067,0.11812,0.13015,0.13461,0.18815,0.12264,0.35209,0.12963,0.11786,0.13406,0.11888,0.15118,0.11063,0.1067,0.14229,0.14635,0.1424,0.10377,0.10361,0.11119,0.10733,0.11844,0.11461,0.10705,0.10351,0.10349,0.14822,0.09186,0.14763,0.14685,0.15082,0.14688,0.13797,0.15833,0.14686,0.20303,0.22296,0.18328,0.13833
0.21559,0.23392,0.21224,0.23486,0.24742,0.23525,0.41079,0.25845,0.55195,0.20367,0.27366,0.23624,0.26173,0.39762,0.27168,0.26832,0.25903,0.31316,0.31695,0.3003,0.26577,0.42989,0.23924,0.24879,0.24803,0.24345,0.25972,0.39149,0.38064,0.39296,0.24241,0.27815,0.25455,0.25256,0.15074,0.15499,0.19086,0.17293,0.19944,0.21331,0.19049,0.17716,0.1864,0.19095,0.18649,0.19576,0.26376,0.28476,0.19047,0.17677,0.1884,0.19883,0.18047,0.24186,0.19374,0.20326,0.20152,0.21062,0.26071,0.22925,0.23383,0.23643,0.20811,0.22131,0.22058,0,0.00664,0.12648,0.17106,0.14285,0.33081,0.26373,0.25042,0.24724,0.22858,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.29942,0.31269,0.20768,0.33764,0.24322,0.23321,0.19228,0.21066,0.19286,0.18871,0.21548,0.20647,0.19704,0.20128,0.21439,0.21556,0.26206,0.20226,0.42689,0.23765,0.22345,0.22413,0.20703,0.24395,0.21172,0.20712,0.23402,0.24362,0.23919,0.18173,0.18136,0.18745,0.18961,0.19298,0.18878,0.18051,0.18121,0.18718,0.21266,0.16357,0.25548,0.21544,0.22184,0.21299,0.21517,0.23721,0.21209,0.27491,0.25956,0.23642,0.22081
0.21994,0.23839,0.21663,0.23938,0.25199,0.23974,0.40958,0.26314,0.55021,0.20799,0.27836,0.24076,0.26066,0.40959,0.27635,0.27811,0.25893,0.31257,0.31661,0.30517,0.26555,0.43624,0.24376,0.25335,0.25264,0.24803,0.26447,0.39715,0.38626,0.39869,0.24698,0.28292,0.25919,0.25718,0.15473,0.15901,0.19514,0.17706,0.20373,0.21772,0.1947,0.18132,0.19059,0.1952,0.1907,0.20003,0.26852,0.2945,0.19474,0.18094,0.19259,0.20309,0.18462,0.24643,0.19797,0.20755,0.20577,0.21494,0.26029,0.22893,0.23362,0.23592,0.20781,0.22572,0.22497,0.00664,0,0.1304,0.17516,0.14679,0.33066,0.27321,0.25971,0.25183,0.23751,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.30429,0.31785,0.21199,0.34287,0.24778,0.23766,0.19651,0.21494,0.19707,0.19288,0.21986,0.21074,0.19676,0.20555,0.21873,0.21991,0.2667,0.20651,0.42985,0.24217,0.22786,0.22853,0.21132,0.24845,0.20749,0.20292,0.23843,0.24814,0.24368,0.18125,0.18084,0.18671,0.18911,0.1927,0.1885,0.18023,0.18087,0.18697,0.21198,0.16333,0.25469,0.21497,0.22622,0.21733,0.21953,0.2417,0.21644,0.27968,0.26924,0.24093,0.22519
0.13386,0.1541,0.14183,0.14993,0.17458,0.15407,0.34576,0.21918,0.46867,0.13397,0.1886,0.14634,0.18915,0.34103,0.22701,0.20932,0.20935,0.24062,0.28403,0.27947,0.21829,0.39107,0.158,0.17073,0.17054,0.1751,0.19257,0.32931,0.31838,0.32387,0.1789,0.19244,0.16691,0.17094,0.06923,0.07287,0.12685,0.09202,0.11524,0.13077,0.09587,0.09177,0.0996,0.12341,0.13043,0.13048,0.19206,0.20986,0.10352,0.09173,0.12243,0.12251,0.09922,0.16832,0.11101,0.11102,0.1223,0.11838,0.22356,0.16275,0.17546,0.13915,0.11881,0.13138,0.11876,0.12648,0.1304,0,0.0879,0.05851,0.28765,0.21806,0.20453,0.18447,0.14327,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.21007,0.23079,0.13848,0.27428,0.15829,0.15399,0.11807,0.13505,0.11468,0.11091,0.14685,0.1501,0.12298,0.13458,0.13883,0.14236,0.20119,0.13053,0.34178,0.14974,0.13773,0.15884,0.13898,0.17631,0.13471,0.13052,0.16314,0.15515,0.15114,0.09615,0.09567,0.11117,0.10311,0.11109,0.11101,0.1035,0.09986,0.10467,0.15171,0.08445,0.15176,0.13403,0.15487,0.14664,0.15075,0.17109,0.14245,0.2022,0.21992,0.18769,0.1467
0.11455,0.12588,0.11817,0.13026,0.17077,0.12223,0.33912,0.19619,0.44166,0.11053,0.1583,0.12258,0.16378,0.30485,0.20949,0.18328,0.1833,0.23556,0.25191,0.24795,0.19586,0.38633,0.14613,0.14634,0.14173,0.14614,0.16705,0.28351,0.27392,0.28845,0.1581,0.18836,0.1672,0.14213,0.05486,0.05846,0.10766,0.07344,0.10388,0.11114,0.07705,0.08098,0.08084,0.11567,0.11902,0.12301,0.16834,0.208,0.08827,0.08067,0.1184,0.09596,0.09177,0.19058,0.08805,0.08804,0.10661,0.10271,0.18347,0.12638,0.14218,0.09921,0.09157,0.11107,0.099,0.17106,0.17516,0.0879,0,0.03379,0.25861,0.17864,0.18289,0.16662,0.11189,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.19649,0.21416,0.11905,0.26223,0.14645,0.12591,0.09887,0.11468,0.09524,0.09153,0.1191,0.1341,0.1067,0.1181,0.1221,0.12262,0.1758,0.10702,0.35956,0.12977,0.1259,0.1264,0.11489,0.13971,0.11491,0.11095,0.13441,0.13475,0.13087,0.07358,0.07331,0.0884,0.08055,0.09166,0.08797,0.08067,0.07719,0.0814,0.13584,0.06229,0.119,0.11845,0.13455,0.13479,0.12231,0.15421,0.1302,0.18175,0.20092,0.16668,0.12679
0.09538,0.09138,0.0805,0.09953,0.13038,0.09175,0.30324,0.16337,0.42402,0.07323,0.12243,0.09206,0.12835,0.27059,0.16704,0.1422,0.15037,0.19148,0.21932,0.21545,0.16608,0.35992,0.10704,0.11471,0.1104,0.11466,0.13466,0.27816,0.2684,0.27329,0.12592,0.15496,0.13471,0.11467,0.02691,0.03039,0.08137,0.0449,0.07411,0.08115,0.05537,0.05213,0.05186,0.08908,0.09262,0.09257,0.1438,0.18154,0.05923,0.05188,0.08783,0.07706,0.06231,0.15778,0.05894,0.05892,0.07668,0.07292,0.15438,0.10701,0.1146,0.08432,0.06584,0.08102,0.06942,0.14285,0.14679,0.05851,0.03379,0,0.24049,0.1668,0.1627,0.14254,0.08942,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.17905,0.19619,0.08866,0.23364,0.11877,0.09903,0.06573,0.08034,0.06202,0.05846,0.08883,0.09554,0.07294,0.08389,0.08762,0.09579,0.1511,0.08448,0.31788,0.10694,0.09522,0.11099,0.09603,0.12375,0.08451,0.08078,0.11064,0.11895,0.11515,0.04478,0.04464,0.05594,0.05163,0.06219,0.05864,0.0516,0.04469,0.04866,0.10152,0.03397,0.10411,0.08467,0.10336,0.10351,0.09906,0.13028,0.1034,0.15194,0.16631,0.13793,0.09937
