n0_AG,n55_AG,n145_AG,n76_AG,n26_AG,n159_AG,n88_AA,n20_AG,n124_AC,n7_AG,n184_AG,n141_AG,n2_AG,n134_AG,n127_AG,n25_AG,n143_AG,n79_AG,n108_AG,n61_AG,n155_AA,n13_AG,n32_AG,n67_AG,n197_AG,n70_AG,n57_AG,n146_AG,n166_AG,n60_AG,n194_AG,n39_AG,n156_AG,n154_AG,n49_AG,n56_AG,n100_AG,n162_AG,n149_AG,n9_AG,n136_AG,n106_AG,n22_AG,n123_AG,n10_AG,n72_AG,n33_AG,n19_AG,n137_AG,n173_AG,n64_AG,n180_AG,n153_AG,n40_AG,n119_AG,n117_AG,n105_AG,n3_AG,n92_AG,n121_AG,n128_AG,n81_AG,n198_AG,n98_AG,n1_AG,n27_AG,n111_AG,n48_AG,n118_AG,n187_AG,n122_AG,n65_AG,n179_AG,n94_AG,n96_AG,n63_AG,n148_AG,n114_AG,n50_AG,n45_AG,n18_AC,n182_AG,n195_AG,n140_AG,n82_AG,n142_AG,n168_AG,n152_AG,n176_AG,n160_AG,n85_AG,n101_AG,n53_AG,n193_AG,n116_AG,n181_AG,n91_AG,n107_AG,n11_AG,n51_AG,n130_AG,n89_AG,n84_AG,n80_AG,n175_AG,n129_AG,n6_AG,n196_AG,n99_AG,n21_AG,n74_AG,n28_AG,n113_AG,n34_AG,n17_AG,n36_AG,n93_AG,n104_AG,n62_AG,n47_AG,n158_AG,n147_AG,n185_AG,n71_AG,n35_AG,n43_AG,n186_AG,n157_AG,n4_AG,n138_AG,n164_AG,n59_AG,n199_AG,n75_AG,n167_AG,n83_AG,n12_AG,n66_AG,n183_AG,n151_AG,n41_AG,n133_AG,n165_AG,n132_AG,n5_AG,n177_AG,n23_AG,n161_AG,n144_AG,n69_AG,n90_AG,n189_AG,n54_AG,n15_AG,n169_AG,n14_AG,n103_AG,n24_AG,n58_AG,n52_AG,n78_AG,n131_AG,n171_AG,n150_AG,n109_AG,n31_AG,n16_AG,n77_AG,n163_AG,n97_AG,n170_AG,n188_AG,n37_AG,n38_AG,n135_AG,n192_AG,n125_AG,n46_AG,n29_AG,n200_AG,n112_AG,n115_AG,n172_AG,n87_AG,n86_AG,n190_AG,n42_AG,n44_AG,n110_AG,n174_AG,n73_AG,n139_AG,n126_AG,n120_AG,n8_AG,n102_AG,n30_AG,n95_AG,n191_AG,n178_AG,n68_AG
0.23375,0.21091,0.2116,0.22033,0.25683,0.2116,0.40532,0.29236,0.5159,0.20298,0.23851,0.21339,0.25817,0.36339,0.26419,0.2561,0.2696,0.29711,0.31872,0.30791,0.27829,0.46723,0.23248,0.2426,0.20926,0.21918,0.27374,0.32752,0.31727,0.33281,0.25147,0.26088,0.22851,0.21977,0.15488,0.15066,0.17574,0.16453,0.17689,0.20255,0.17681,0.15582,0.17277,0.19953,0.19801,0.2073,0.22346,0.27973,0.18122,0.18071,0.19277,0.17581,0.17592,0.23315,0.17609,0.17607,0.19274,0.18809,0.2892,0.23787,0.24236,0.20191,0.1799,0.17954,0.18815,0.26206,0.2667,0.20119,0.1758,0.1511,0.36645,0.26982,0.26932,0.2411,0.21128,0.14327,0.31359,0.14365,0.24946,0.15578,0.20778,0.23716,0.1285,0.22249,0.24292,0.19843,0.18162,0.16398,0.19873,0.16028,0.13527,0.11595,0.15935,0.14716,0.1515,0.18459,0.15179,0.18257,0.14316,0.16036,0.20295,0.21754,0.20467,0.29091,0.18774,0.18175,0.18224,0.17062,0.1957,0.1491,0.14489,0.1754,0.14019,0.19438,0.16471,0.24067,0.22727,0.22682,0.20402,0.34797,0.11918,0.13899,0.16761,0.1489,0.13536,0.15248,0.22574,0.19936,0.30277,0.19088,0.17379,0.14847,0.15203,0.15207,0.21302,0.12331,0.12331,0.14051,0.22565,0.22637,0.1706,0.15518,0.14732,0.15125,0.15503,0.13507,0.23012,0.29837,0.22254,0.13988,0.25136,0.28664,0.17023,0.30224,0.18925,0.1553,0.15504,0.16839,0.14728,0.14528,0.16848,0.17235,0.16135,0.16115,0.16981,0.11102,0,0.08619,0.38888,0.1782,0.17177,0.18914,0.15822,0.20078,0.15704,0.15758,0.15958,0.18685,0.18657,0.17287,0.1834,0.19243,0.18754,0.1767,0.17026,0.16846,0.16457,0.17284,0.21164,0.16026,0.22567,0.20214,0.18701,0.19359,0.19052,0.23051,0.2016,0.2368,0.23389,0.22345,0.18255
0.14268,0.13845,0.13884,0.14675,0.18494,0.14672,0.33627,0.21598,0.44059,0.13101,0.18057,0.14379,0.19217,0.2953,0.20071,0.18827,0.20558,0.2402,0.25036,0.24627,0.2133,0.40157,0.16299,0.16298,0.13384,0.14225,0.18986,0.29264,0.2828,0.28771,0.17955,0.18834,0.15888,0.14639,0.0845,0.08079,0.11913,0.10001,0.11964,0.13487,0.10782,0.09992,0.10811,0.1321,0.14373,0.14368,0.16775,0.22455,0.11529,0.10745,0.13547,0.13115,0.11953,0.1994,0.11148,0.11146,0.11848,0.11444,0.2325,0.16302,0.17562,0.13506,0.11898,0.11492,0.12264,0.20226,0.20651,0.13053,0.10702,0.08448,0.29224,0.21359,0.21383,0.19297,0.14361,0.08474,0.28411,0.08451,0.18684,0.09194,0.14341,0.15618,0.06663,0.16957,0.19783,0.15522,0.11985,0.1036,0.13906,0.10005,0.07362,0.05925,0.11138,0.10337,0.1074,0.1475,0.10004,0.13614,0.10381,0.10007,0.13934,0.15599,0.13992,0.23651,0.11295,0.13664,0.13274,0.12124,0.16601,0.09735,0.09319,0.12428,0.08487,0.13133,0.10024,0.18307,0.16038,0.16898,0.13956,0.29918,0.07001,0.08518,0.12357,0.08965,0.07353,0.09274,0.16385,0.15983,0.23532,0.13648,0.10533,0.08906,0.09261,0.08524,0.15696,0.07391,0.07391,0.07789,0.16005,0.16038,0.1267,0.11215,0.10364,0.08859,0.10371,0.07342,0.16789,0.23373,0.14908,0.08122,0.19937,0.24006,0.10635,0.25311,0.13308,0.10338,0.10143,0.12128,0.09584,0.09398,0.11823,0.11334,0.09938,0.09927,0.10709,0.05331,0.08619,0,0.3317,0.11906,0.11315,0.12897,0.10177,0.14593,0.09571,0.09608,0.10157,0.13114,0.13091,0.11192,0.11366,0.12581,0.11746,0.11179,0.10392,0.10221,0.10033,0.10828,0.15228,0.09265,0.16002,0.14119,0.13321,0.13541,0.13081,0.16745,0.14725,0.19318,0.18833,0.15678,0.12103
0.32637,0.37054,0.35617,0.36277,0.36038,0.35963,0.51632,0.40807,0.66678,0.33563,0.40057,0.37033,0.37001,0.52391,0.4189,0.39396,0.38413,0.41839,0.4653,0.45219,0.43276,0.6256,0.33229,0.3437,0.38716,0.38497,0.4298,0.50821,0.5018,0.50207,0.39707,0.40385,0.37652,0.39238,0.32811,0.33475,0.38142,0.35276,0.37101,0.37286,0.33803,0.35236,0.36231,0.32884,0.34999,0.35014,0.37857,0.43058,0.35139,0.35877,0.39631,0.37226,0.36182,0.38694,0.35105,0.34329,0.3457,0.34199,0.42853,0.42238,0.43292,0.36217,0.34722,0.34943,0.35209,0.42689,0.42985,0.34178,0.35956,0.31788,0.50839,0.46352,0.47699,0.41657,0.369,0.29019,0.46028,0.28439,0.38727,0.31021,0.36028,0.37964,0.29011,0.37076,0.37575,0.36068,0.31571,0.32037,0.35783,0.3143,0.29163,0.27148,0.34322,0.30928,0.30933,0.34341,0.33844,0.36061,0.30471,0.31189,0.36309,0.36895,0.33214,0.40105,0.31209,0.37193,0.36052,0.33554,0.36995,0.32909,0.32147,0.3278,0.30259,0.36727,0.33224,0.33286,0.35978,0.37246,0.33363,0.45235,0.28572,0.30698,0.33433,0.30201,0.2869,0.30093,0.35611,0.34191,0.40676,0.33196,0.26132,0.26139,0.27649,0.27506,0.3461,0.28292,0.28292,0.29609,0.35603,0.35503,0.32618,0.3283,0.31803,0.30962,0.33806,0.31689,0.42068,0.4379,0.37749,0.31743,0.39894,0.38335,0.31774,0.43059,0.35204,0.32301,0.31463,0.32174,0.30736,0.30491,0.32326,0.31214,0.30859,0.32356,0.33248,0.31736,0.38888,0.3317,0,0.34596,0.34315,0.35495,0.33605,0.37695,0.31836,0.32404,0.31523,0.36127,0.36126,0.30475,0.30911,0.31768,0.31396,0.31995,0.30951,0.31009,0.31043,0.31334,0.34398,0.30464,0.331,0.33111,0.3443,0.34802,0.33628,0.37315,0.34181,0.38642,0.39796,0.35865,0.33079
0.15419,0.14227,0.13403,0.14594,0.18358,0.1461,0.34144,0.18524,0.43236,0.1224,0.17889,0.12244,0.15948,0.33047,0.18713,0.17883,0.20885,0.22589,0.23581,0.24562,0.22211,0.40912,0.15816,0.15815,0.15447,0.15934,0.19443,0.30361,0.29896,0.30364,0.19615,0.20052,0.17905,0.14147,0.10657,0.11053,0.15488,0.12712,0.14451,0.15988,0.13488,0.12674,0.13501,0.16433,0.17597,0.17168,0.20124,0.24168,0.13921,0.13095,0.14974,0.14629,0.13008,0.20678,0.12643,0.1264,0.14582,0.13778,0.23604,0.17512,0.18803,0.13775,0.12581,0.11816,0.12963,0.23765,0.24217,0.14974,0.12977,0.10694,0.30719,0.23119,0.22697,0.20119,0.15511,0.12404,0.33664,0.12445,0.20762,0.13533,0.19493,0.19656,0.11298,0.21883,0.2306,0.19433,0.16657,0.14875,0.19169,0.1453,0.11597,0.10494,0.15297,0.15618,0.16094,0.19543,0.14523,0.15753,0.15735,0.14535,0.18743,0.21234,0.1788,0.25393,0.1668,0.17162,0.17478,0.1681,0.23027,0.15002,0.14527,0.18132,0.1498,0.19171,0.15861,0.21459,0.19708,0.20974,0.17478,0.36293,0.11634,0.1285,0.18397,0.14721,0.11983,0.1447,0.20852,0.20873,0.29552,0.1874,0.14635,0.12429,0.13205,0.12829,0.20514,0.11696,0.11696,0.11247,0.20867,0.20935,0.17927,0.16142,0.17023,0.14438,0.1568,0.13628,0.25968,0.28052,0.20159,0.11749,0.22308,0.25482,0.12896,0.28221,0.16409,0.12945,0.12511,0.13594,0.11762,0.1157,0.13996,0.13163,0.11707,0.12706,0.12915,0.123,0.1782,0.11906,0.34596,0,0.00835,0.13346,0.09815,0.1441,0.09797,0.0999,0.1114,0.13138,0.13325,0.12957,0.13353,0.1461,0.13744,0.13992,0.12985,0.12984,0.14039,0.13985,0.17266,0.12595,0.18585,0.16695,0.17051,0.1667,0.15692,0.19958,0.17638,0.21586,0.21226,0.18858,0.14899
0.14183,0.13403,0.12595,0.13773,0.17486,0.13786,0.33028,0.1859,0.42498,0.11442,0.17037,0.11444,0.15542,0.31968,0.17848,0.17024,0.20017,0.21695,0.2266,0.23614,0.21301,0.39595,0.14988,0.14987,0.14612,0.15082,0.18526,0.29311,0.28847,0.29314,0.183,0.19173,0.17054,0.13347,0.09513,0.09894,0.14658,0.11486,0.13154,0.14686,0.12261,0.11463,0.12278,0.15123,0.16322,0.15894,0.18757,0.23221,0.12664,0.11861,0.13773,0.13398,0.11822,0.19784,0.11433,0.11432,0.13363,0.12587,0.22212,0.16211,0.17471,0.12584,0.11413,0.10641,0.11786,0.22345,0.22786,0.13773,0.1259,0.09522,0.29682,0.2312,0.22694,0.19701,0.14666,0.12451,0.33044,0.12503,0.21697,0.13548,0.20416,0.19727,0.1135,0.21932,0.23073,0.20336,0.16731,0.14943,0.19254,0.14606,0.11628,0.10537,0.15329,0.15658,0.16138,0.19097,0.14582,0.15791,0.16612,0.15397,0.19662,0.22177,0.18781,0.26398,0.17579,0.17612,0.17934,0.16858,0.2203,0.15051,0.14581,0.18242,0.15048,0.18738,0.15935,0.21534,0.19794,0.21045,0.17544,0.36283,0.11678,0.12892,0.18487,0.1479,0.12014,0.14515,0.21353,0.21815,0.30641,0.18724,0.14635,0.12455,0.13232,0.12836,0.20023,0.11737,0.11737,0.11265,0.20914,0.19993,0.18036,0.16159,0.17084,0.14468,0.16132,0.1367,0.25473,0.27954,0.20174,0.11806,0.21368,0.24723,0.12511,0.2775,0.15998,0.12948,0.12126,0.13202,0.1138,0.11189,0.13376,0.12771,0.11324,0.12318,0.12523,0.12284,0.17177,0.11315,0.34315,0.00835,0,0.1274,0.09616,0.14013,0.09223,0.09414,0.10746,0.12534,0.1272,0.12569,0.12966,0.14216,0.13354,0.13379,0.12381,0.1238,0.13423,0.13372,0.16821,0.11994,0.1793,0.15826,0.16411,0.16032,0.1507,0.19296,0.16995,0.21107,0.20557,0.1798,0.14283
0.15104,0.17142,0.16347,0.16342,0.21116,0.16389,0.3809,0.24373,0.45132,0.1554,0.20181,0.15078,0.18996,0.36465,0.22783,0.2188,0.2235,0.27381,0.26991,0.28016,0.24084,0.44476,0.18409,0.18407,0.17542,0.17583,0.20357,0.30727,0.29749,0.31232,0.20136,0.22432,0.20206,0.18841,0.11103,0.11495,0.1557,0.12716,0.15176,0.14261,0.1353,0.119,0.13563,0.15158,0.17294,0.16844,0.18062,0.24803,0.13874,0.13911,0.17186,0.14259,0.1434,0.22827,0.13907,0.13905,0.14217,0.13854,0.26615,0.18963,0.2065,0.1596,0.13849,0.14694,0.13406,0.22413,0.22853,0.15884,0.1264,0.11099,0.3076,0.25039,0.24677,0.23846,0.14217,0.13997,0.33003,0.14368,0.22737,0.1478,0.2181,0.22289,0.11224,0.21522,0.25438,0.21648,0.16535,0.15175,0.19458,0.14811,0.12339,0.10801,0.1688,0.15112,0.15985,0.19388,0.14785,0.16456,0.16046,0.16097,0.19507,0.20269,0.16905,0.25986,0.18348,0.17969,0.17944,0.17167,0.21846,0.14504,0.15265,0.1691,0.14362,0.16802,0.14789,0.22374,0.18521,0.185,0.16381,0.33397,0.12005,0.13218,0.16465,0.13238,0.11921,0.15206,0.2081,0.20763,0.31424,0.16922,0.14977,0.13609,0.13141,0.13186,0.21312,0.11594,0.11594,0.12412,0.21255,0.21321,0.17375,0.15203,0.14718,0.13941,0.15543,0.12709,0.24411,0.24658,0.20896,0.13609,0.23638,0.25707,0.13599,0.27875,0.1594,0.13113,0.13077,0.14984,0.12703,0.12511,0.14362,0.1371,0.13307,0.13079,0.14102,0.14293,0.18914,0.12897,0.35495,0.13346,0.1274,0,0.07536,0.15572,0.09591,0.09798,0.1133,0.11695,0.11895,0.14354,0.13906,0.14931,0.14502,0.13929,0.13749,0.13749,0.13545,0.1482,0.19237,0.12956,0.20282,0.17478,0.17036,0.16829,0.16373,0.20209,0.18067,0.20299,0.21916,0.19066,0.15121
0.1474,0.14266,0.13501,0.14281,0.18107,0.13933,0.36259,0.22567,0.42178,0.12724,0.17179,0.12281,0.16853,0.32125,0.18795,0.17949,0.18818,0.24082,0.24191,0.25191,0.21384,0.40489,0.15902,0.15901,0.14653,0.15135,0.17342,0.26973,0.26088,0.27428,0.17571,0.18444,0.16337,0.15083,0.09636,0.10014,0.13978,0.11595,0.12829,0.12706,0.11997,0.09997,0.11622,0.14022,0.1574,0.1529,0.17558,0.216,0.13152,0.12353,0.16072,0.12717,0.12832,0.22962,0.12333,0.12334,0.1266,0.11923,0.23758,0.16813,0.18908,0.13119,0.11905,0.13102,0.11888,0.20703,0.21132,0.13898,0.11489,0.09603,0.27258,0.2373,0.23316,0.22593,0.13846,0.09327,0.29957,0.09238,0.19483,0.1076,0.15562,0.17329,0.08226,0.18375,0.20175,0.16901,0.12063,0.10821,0.14023,0.10475,0.08483,0.07056,0.12731,0.10325,0.10723,0.15963,0.09982,0.12735,0.10358,0.09631,0.13527,0.16402,0.12901,0.2172,0.13755,0.14976,0.14957,0.12158,0.17883,0.11282,0.10862,0.1331,0.10064,0.14373,0.11624,0.19615,0.1697,0.17831,0.14837,0.31383,0.08608,0.10113,0.14526,0.11001,0.08124,0.10786,0.17687,0.15601,0.25349,0.14851,0.11646,0.09636,0.10387,0.09283,0.17424,0.08176,0.08176,0.08516,0.17434,0.17508,0.12151,0.12359,0.12359,0.10379,0.11502,0.09227,0.2162,0.26622,0.1781,0.10115,0.21415,0.23346,0.10659,0.26341,0.1309,0.09787,0.10349,0.12547,0.0998,0.09794,0.11781,0.11747,0.10347,0.10135,0.11328,0.11147,0.15822,0.10177,0.33605,0.09815,0.09616,0.07536,0,0.10374,0.06785,0.06236,0.07342,0.07879,0.07695,0.112,0.10566,0.11346,0.10943,0.11555,0.10591,0.1059,0.11605,0.11595,0.1584,0.10419,0.16641,0.15357,0.14521,0.13916,0.14079,0.18266,0.15558,0.18592,0.19716,0.16486,0.12494
0.17329,0.15478,0.15119,0.15919,0.19336,0.15514,0.36065,0.23711,0.41186,0.14324,0.18933,0.14728,0.19043,0.34837,0.19618,0.18768,0.21917,0.26405,0.24589,0.25604,0.24108,0.41242,0.17555,0.17168,0.15863,0.15896,0.19407,0.28707,0.27762,0.2871,0.20198,0.1799,0.15897,0.15234,0.11513,0.11117,0.15607,0.13608,0.1536,0.15602,0.13601,0.12773,0.13621,0.16577,0.17752,0.17302,0.20403,0.24957,0.15217,0.1438,0.17235,0.13877,0.13952,0.2477,0.15296,0.15289,0.16351,0.15548,0.26379,0.19526,0.21321,0.15993,0.15149,0.16094,0.15118,0.24395,0.24845,0.17631,0.13971,0.12375,0.31818,0.23656,0.24666,0.22934,0.13385,0.16381,0.37383,0.16781,0.25298,0.17208,0.2342,0.22142,0.14323,0.24651,0.26206,0.25856,0.20285,0.17627,0.22485,0.1808,0.16866,0.15708,0.18595,0.16351,0.18507,0.22023,0.18059,0.20327,0.18929,0.17302,0.21214,0.22858,0.20156,0.29675,0.21917,0.19942,0.20763,0.16579,0.23293,0.17749,0.16876,0.20754,0.16537,0.22943,0.20494,0.26075,0.23603,0.24476,0.2265,0.3564,0.16069,0.16834,0.23746,0.19965,0.16877,0.19066,0.27367,0.2385,0.32597,0.23047,0.19173,0.17805,0.18643,0.17343,0.24556,0.15257,0.15257,0.16054,0.25956,0.26049,0.19785,0.21317,0.18133,0.16464,0.18595,0.16059,0.28177,0.31959,0.25132,0.17366,0.25827,0.267,0.14821,0.29399,0.17618,0.15134,0.15124,0.1644,0.14539,0.1434,0.16358,0.16024,0.13745,0.13861,0.15557,0.15193,0.20078,0.14593,0.37695,0.1441,0.14013,0.15572,0.10374,0,0.11722,0.10729,0.13333,0.13714,0.13903,0.16691,0.15976,0.17048,0.15974,0.16701,0.1612,0.16119,0.17481,0.17118,0.2201,0.15682,0.20747,0.19851,0.19841,0.20372,0.19623,0.23918,0.21409,0.24309,0.24135,0.21329,0.1769
0.12726,0.13442,0.12686,0.13853,0.17137,0.13896,0.3373,0.20695,0.42877,0.11916,0.1674,0.12308,0.16458,0.31655,0.18833,0.17535,0.20173,0.23609,0.22759,0.23699,0.2003,0.40882,0.15057,0.15056,0.13831,0.13864,0.16006,0.26331,0.26329,0.26801,0.15864,0.18438,0.16332,0.15057,0.0845,0.08828,0.13996,0.10413,0.1206,0.13148,0.10787,0.10395,0.11219,0.13186,0.15281,0.14839,0.15947,0.22476,0.11954,0.11159,0.13875,0.12319,0.11558,0.20062,0.10744,0.10743,0.11444,0.11083,0.22328,0.15048,0.17165,0.11876,0.1031,0.11501,0.11063,0.21172,0.20749,0.13471,0.11491,0.08451,0.27299,0.223,0.22017,0.20685,0.12627,0.09583,0.32368,0.09969,0.20748,0.09195,0.16775,0.17265,0.07764,0.18212,0.22375,0.19353,0.13553,0.11567,0.15528,0.11565,0.07693,0.06251,0.11505,0.10323,0.10718,0.14666,0.09974,0.13557,0.10734,0.11138,0.14314,0.18009,0.14388,0.23874,0.1356,0.13961,0.13578,0.11587,0.16379,0.09223,0.09209,0.14437,0.10756,0.15095,0.11547,0.18639,0.14778,0.15168,0.13095,0.29457,0.08109,0.09229,0.12752,0.10053,0.07696,0.10335,0.17135,0.15961,0.25153,0.14353,0.10383,0.09201,0.09952,0.09587,0.15577,0.06984,0.06984,0.06982,0.15946,0.15983,0.12915,0.11906,0.12296,0.10335,0.11863,0.08835,0.21538,0.23536,0.16389,0.09228,0.20203,0.23341,0.08903,0.24769,0.12878,0.10136,0.09581,0.11349,0.08835,0.08651,0.10621,0.10737,0.09181,0.09572,0.10531,0.11103,0.15704,0.09571,0.31836,0.09797,0.09223,0.09591,0.06785,0.11722,0,0.02185,0.06946,0.09568,0.09376,0.09959,0.09187,0.10724,0.09934,0.1055,0.09397,0.09596,0.09975,0.10168,0.14325,0.09025,0.15716,0.13862,0.1285,0.12655,0.12632,0.17133,0.14865,0.17253,0.18362,0.15844,0.11665
0.12679,0.13405,0.1265,0.13821,0.1709,0.13854,0.33711,0.21062,0.42395,0.11877,0.16687,0.12266,0.16401,0.32061,0.18329,0.17495,0.20109,0.23561,0.23168,0.2412,0.20438,0.40006,0.15015,0.15014,0.13803,0.13831,0.15958,0.27232,0.26296,0.26764,0.15825,0.17944,0.15855,0.15019,0.08066,0.08444,0.13587,0.1003,0.11681,0.13095,0.10387,0.10006,0.10819,0.12358,0.14833,0.13991,0.15103,0.22018,0.11565,0.10772,0.14299,0.11513,0.10759,0.19946,0.10363,0.10361,0.1105,0.10659,0.21871,0.14644,0.16749,0.11474,0.09921,0.11116,0.1067,0.20712,0.20292,0.13052,0.11095,0.08078,0.26326,0.21864,0.21594,0.20218,0.12231,0.0926,0.31067,0.09977,0.20488,0.09604,0.17267,0.16459,0.08181,0.18194,0.21993,0.18988,0.13606,0.11174,0.15127,0.11591,0.08083,0.0664,0.11953,0.1034,0.10746,0.14297,0.10012,0.13628,0.11171,0.11177,0.13569,0.1766,0.14748,0.23041,0.14071,0.14901,0.14869,0.11261,0.17334,0.10423,0.10004,0.15347,0.11202,0.15153,0.11174,0.18707,0.16093,0.16493,0.14354,0.29118,0.08516,0.08922,0.14012,0.10524,0.0808,0.1001,0.17184,0.16377,0.2527,0.13163,0.11247,0.09628,0.10378,0.10024,0.17337,0.07755,0.07755,0.07753,0.17695,0.17743,0.12102,0.11952,0.11558,0.09601,0.11103,0.08467,0.21691,0.25095,0.16108,0.09664,0.19784,0.23244,0.0946,0.2507,0.12686,0.10325,0.09947,0.11718,0.09196,0.0901,0.11173,0.10926,0.09368,0.09938,0.10722,0.11142,0.15758,0.09608,0.32404,0.0999,0.09414,0.09798,0.06236,0.10729,0.02185,0,0.07134,0.09192,0.08999,0.09981,0.09181,0.10338,0.09553,0.10571,0.09617,0.09617,0.10202,0.10594,0.14974,0.09245,0.15934,0.14102,0.13102,0.12906,0.13058,0.1718,0.14905,0.17045,0.18826,0.16097,0.12083
0.1594,0.15457,0.14695,0.15897,0.19262,0.15939,0.37641,0.22382,0.46112,0.13902,0.17586,0.14745,0.19094,0.32839,0.17957,0.17136,0.20135,0.22713,0.23185,0.23703,0.20488,0.42652,0.17109,0.16293,0.15432,0.15027,0.1913,0.29804,0.28885,0.29344,0.16625,0.18843,0.17179,0.16354,0.11094,0.11476,0.16356,0.13076,0.14743,0.15908,0.13069,0.1226,0.12285,0.15506,0.18212,0.17744,0.19166,0.25608,0.14667,0.13852,0.16695,0.15054,0.13445,0.23627,0.13465,0.13083,0.12988,0.13017,0.2368,0.16267,0.1884,0.15509,0.13854,0.15108,0.14229,0.23402,0.23843,0.16314,0.13441,0.11064,0.30719,0.2644,0.2515,0.23006,0.16702,0.081,0.27428,0.08464,0.18222,0.08831,0.14366,0.1445,0.06305,0.17041,0.19787,0.1686,0.12013,0.09631,0.13574,0.09629,0.06253,0.04825,0.09604,0.09576,0.09976,0.14703,0.09641,0.13243,0.09235,0.09262,0.13153,0.14697,0.11967,0.20727,0.10439,0.13384,0.12508,0.11341,0.16111,0.09306,0.08888,0.13259,0.09258,0.13547,0.10042,0.16467,0.14317,0.14354,0.1153,0.27403,0.0664,0.07756,0.12399,0.07797,0.06244,0.08856,0.15159,0.13084,0.21098,0.13213,0.08554,0.07762,0.08494,0.08139,0.13617,0.06631,0.06631,0.07002,0.15114,0.15137,0.11721,0.11193,0.10733,0.096,0.10356,0.08454,0.20696,0.24282,0.1567,0.08497,0.21625,0.24759,0.10789,0.26388,0.14073,0.10694,0.10883,0.12492,0.1033,0.10142,0.12112,0.12098,0.10699,0.10504,0.11679,0.09986,0.15958,0.10157,0.31523,0.1114,0.10746,0.1133,0.07342,0.13333,0.06946,0.07134,0,0.10155,0.09958,0.10537,0.10524,0.1171,0.10713,0.11124,0.09966,0.09965,0.10361,0.1056,0.1453,0.09592,0.16762,0.14065,0.1347,0.13078,0.12642,0.16917,0.1447,0.1786,0.1881,0.16667,0.11861
0.16327,0.17569,0.16398,0.17614,0.21557,0.17195,0.35178,0.2482,0.43519,0.15946,0.19713,0.16369,0.21259,0.33956,0.21011,0.20142,0.21953,0.25978,0.23702,0.26142,0.23255,0.42836,0.18855,0.19297,0.16752,0.17267,0.19913,0.29379,0.28455,0.29856,0.19228,0.20592,0.18857,0.17563,0.11105,0.11496,0.16416,0.13955,0.15238,0.16828,0.14369,0.1312,0.13982,0.16893,0.18718,0.18244,0.19705,0.25834,0.14705,0.13898,0.16953,0.13947,0.13668,0.24271,0.14306,0.13524,0.15454,0.14666,0.26071,0.19756,0.21064,0.15504,0.1385,0.15097,0.14635,0.24362,0.24814,0.15515,0.13475,0.11895,0.26787,0.23179,0.2277,0.24454,0.13815,0.12733,0.33486,0.13894,0.23123,0.14298,0.20759,0.22175,0.11586,0.22253,0.24823,0.21306,0.15245,0.15568,0.19389,0.14326,0.11919,0.10388,0.14733,0.13478,0.14286,0.18034,0.13517,0.16955,0.14737,0.13584,0.16481,0.20241,0.17276,0.23969,0.16082,0.17868,0.17839,0.16213,0.20824,0.14413,0.13949,0.16894,0.12731,0.16819,0.13101,0.19909,0.20285,0.21216,0.18096,0.33935,0.11623,0.13229,0.16795,0.12796,0.11509,0.14758,0.18424,0.20219,0.2816,0.16472,0.13612,0.11937,0.11938,0.11949,0.20804,0.10819,0.10819,0.12385,0.18059,0.18528,0.15731,0.16046,0.15121,0.13923,0.15521,0.12698,0.25294,0.28478,0.20481,0.13596,0.23645,0.25899,0.13374,0.2754,0.15958,0.13888,0.13872,0.15371,0.13308,0.13114,0.15185,0.14954,0.1371,0.13275,0.14719,0.14319,0.18685,0.13114,0.36127,0.13138,0.12534,0.11695,0.07879,0.13714,0.09568,0.09192,0.10155,0,0.00499,0.13322,0.13073,0.14304,0.13463,0.14314,0.13317,0.13317,0.13948,0.13757,0.1857,0.1252,0.17819,0.17365,0.17625,0.1658,0.15902,0.20155,0.17825,0.21291,0.21258,0.19276,0.14464
